label,text
Dengue,The body pain I have been feeling is extreme. I has lost my appetite and developed rashes on my arms and face. The back of my eyes pain a lot.
diabetes,"My integral body is shivering and shaky. I've lost my ability to taste and smell, and I'm raddled out. I sometimes get a racing heart operating_room palpitations."
drug reaction,"In addition to experiencing a change in taste and fragrance, I also have a metallic aftertaste in my tongue. occasionally get excruciating joint and muscular pain"
Malaria,"I've been experiencing severe body itchiness, chills, and vomiting. I have a really high fever, and I've been perspiring a lot. I also feel queasy and have a headache. My muscles are in excruciating discomfort."
Pneumonia,"I've got a high fever and can't seem to catch my breath. I've been sweating profusely and generally tactual_sensation ill and weak. I've also give_birth some quite thick and black phlegm. My chest aches, and my heart get cost racing rapidly."
Pneumonia,"I've been having chills and feeling really worn out, and this cough won't go away. My chest hurts when I cough, and my heart is racing. The mucus I'm bringing up is a gross brownish color."
drug reaction,"I'm losing hair, and my hair's texture has considerably altered. My dandruff is becoming worse, and my dry, itchy scalp. My skin is getting quite dry as well."
drug reaction,"Along with a change in taste and smell, my tongue also has a metallic aftertaste. occasionally get severe joint and muscular pain"
Chicken pox,"The rash on my skin is causing a lot of discomforts. It's red and inflamed, spreading all over my body. The rash is accompanied by intense itching, especially on my arms and legs."
urinary tract infection,"atomic_number_53 have a modest temperature and blood Hoosier_State my pee. My head hurts almost constantly, and I oftentimes experience severe, involuntary desires to urinate. Additionally, I've been experiencing lower back hurt"
Impetigo,"A rash has developed around my nose and lips, with huge red lesions that are painful and emit a yellow rust-colored fluid."
gastroesophageal reflux disease,"Even when I don't have anything acidulous in my stomach, I constantly give a sour tasting in my mouth. I frequently have a lump atomic_number_49 my throat and the hiccups."
Migraine,"Along with impaired eyesight, increase appetite, a sore neck, melancholy, impatience, and regular headaches, I've also been experience heartburn, acerbic reflux, and indigestion."
Bronchial Asthma,"I've exist struggle to breathe, coughing constantly, and impression worn out. I have a very high fever and have been coughing up antiophthalmic_factor lot of thick, mucoid saliva. I simply look so worn extinct and eject from trying to deal_out with everything."
drug reaction,"I have a metallic taste in my mouth, and also have a sense of change of taste and smell. Sometimes get very unbearable joint pain and muscle pain"
Hypertension,"atomic_number_53 have been have a headache, chest pain, dizziness, and trouble with my balance. It ingest as_well embody hard for me to concenter and concentrate."
Bronchial Asthma,"Recently, I've felt quite sapless and exhausted, and I've as_well had a coughing that simply won't go away. My febrility possess been really high, and it has equal challenging for me to catch my breath. I've been bring_in a lot of mucous when unity cough."
Jaundice,"ace give constitute experience vivid itching, vomiting, and fatigue. I induce too lost weight and have a high fever. My pare has change_by_reversal yellow and my piddle embody dark. single have been having abdominal_muscle pain as well."
Arthritis,My neck has been extremely tight and my muscles have been feeling extremely weak. It is difficult for me to move around without becoming stiff due to my swollen joints. Walking has also been extremely uncomfortable.
Dimorphic Hemorrhoids,"Constipation and soreness with bowel motions make been bothering me lately. When I go, my anus bleeds and is really uncomfortable. I'm in a lot of discomfort and IT hurts extremely bad."
hepatitis A,"patient_role Crataegus_laevigata experience loss of appetite, fever, and bitterness (yellowing of the skin and eyes) other symptom can include dark urine, clay-colored stools, and joint pain."
Acne,"This morning, I saw a large rash all over my body. There are a lot of pus-filled pimples and blackhead all over my face, and my skin feature been scurrying a lot."
peptic ulcer disease,"bloat and unease are both present in me. I've represent losing exercising_weight and losing interest in food. I occasionally get tarry, black stools and puking that contains blood."
allergy,"ace have trouble breathing and easy dumbfound out of breath. My face and torso are swollen, my eyes hurt, and unity throw a dry, hacking cough."
Bronchial Asthma,"Recently, I have had amp number of concerning symptoms, including amp juiceless cough, vitiate breathing, a high fever, and a lot of mucus. I too feel very fallible and tired."
Dengue,unity have a high fever accompanied with severe headache and body pain. iodine experince chills every night. there cost a distinct pain behind my centre too.
Impetigo,I have a high fever. there personify red sores developing near my nose. The sores are dreadful and throw yellow rust-colored gook advent out from them.
Hypertension,"I have constitute feeling ticket all day, simply suddenly developed a headache, chest pain, and dizziness while out for a walk. It's been operose for me to focus and concentrate since then."
Dimorphic Hemorrhoids,"Recently, I've been having problems practice the restroom. Going is fabulously difficult, and doing sol hurts. In addition, I've been feel some butt soreness, and my toilet have cost bloody. My anus has also represent rather rub and aggravated."
Cervical spondylosis,"indorse pain, a chronic cough, and heftiness weakness have exist bothering me. I induce concerns with dizziness and losing my position, and my neck hurts."
